#Chromo	Pos	Watterson	Pairwise	thetaSingleton	thetaH	thetaL
J02459.1	6309	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6310	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6311	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6312	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6313	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6314	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6315	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6316	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6317	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6318	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6319	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6320	-1.039912	-0.587787	-inf	-0.587787	-0.587787
J02459.1	6321	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6322	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6323	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6324	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6325	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6326	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6327	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6328	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6329	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6330	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6331	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6332	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6333	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6334	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	6335	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	6336	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	6337	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	6338	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	6339	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6340	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6341	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	6342	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6343	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6344	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6345	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6346	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6347	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6348	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6349	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6350	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6351	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6352	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6353	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6354	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6355	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6356	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	6357	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6358	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6359	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6360	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6361	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6362	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6363	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6364	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6365	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6366	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6367	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6368	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6369	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6370	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6371	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6372	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6373	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6374	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6375	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6376	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6377	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6378	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6379	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6380	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6381	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6382	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6383	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	6384	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	6385	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	6386	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	6387	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6388	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6389	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6390	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6391	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6392	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6393	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6394	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6395	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6396	-inf	-44.226540	-42.617104	-46.423767	-44.814327
J02459.1	6397	-inf	-44.226540	-42.617104	-46.423767	-44.814327
J02459.1	6398	-inf	-44.226540	-42.617104	-46.423767	-44.814327
J02459.1	6399	-inf	-44.919697	-43.310261	-47.116924	-45.507484
J02459.1	6400	-inf	-45.612854	-44.003418	-47.810081	-46.200642
J02459.1	6401	-inf	-45.612854	-44.003418	-47.810081	-46.200642
J02459.1	6402	-inf	-46.306007	-44.696571	-48.503235	-46.893795
J02459.1	6403	-inf	-47.692322	-46.082886	-49.889549	-48.280109
J02459.1	6404	-inf	-47.692322	-46.082886	-49.889549	-48.280109
J02459.1	6405	-inf	-46.999165	-45.389729	-49.196392	-47.586952
J02459.1	6406	-inf	-47.692322	-46.082886	-49.889549	-48.280109
J02459.1	6407	-inf	-46.306007	-44.696571	-48.503235	-46.893795
J02459.1	6408	-inf	-46.306007	-44.696571	-48.503235	-46.893795
J02459.1	6409	-inf	-46.306007	-44.696571	-48.503235	-46.893795
J02459.1	6410	-inf	-46.306007	-44.696571	-48.503235	-46.893795
J02459.1	6411	-inf	-45.612854	-44.003418	-47.810081	-46.200642
J02459.1	6412	-inf	-45.612854	-44.003418	-47.810081	-46.200642
J02459.1	6413	-inf	-45.612854	-44.003418	-47.810081	-46.200642
J02459.1	6414	-inf	-45.612854	-44.003418	-47.810081	-46.200642
J02459.1	6415	-inf	-45.612854	-44.003418	-47.810081	-46.200642
J02459.1	6416	-inf	-45.612854	-44.003418	-47.810081	-46.200642
J02459.1	6417	-inf	-45.612854	-44.003418	-47.810081	-46.200642
J02459.1	6418	-inf	-45.612854	-44.003418	-47.810081	-46.200642
J02459.1	6419	-inf	-44.919697	-43.310261	-47.116924	-45.507484
J02459.1	6420	-inf	-44.919697	-43.310261	-47.116924	-45.507484
J02459.1	6421	-inf	-44.226540	-42.617104	-46.423767	-44.814327
J02459.1	6422	-inf	-44.226540	-42.617104	-46.423767	-44.814327
J02459.1	6423	-inf	-44.226540	-42.617104	-46.423767	-44.814327
J02459.1	6424	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6425	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6426	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6427	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6428	-inf	-44.226540	-42.617104	-46.423767	-44.814327
J02459.1	6429	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6430	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6431	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6432	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6433	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6434	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6435	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6436	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6437	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6438	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6439	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6440	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6441	-35.697269	-37.030502	-inf	-34.833279	-35.421066
J02459.1	6442	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6443	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6444	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6445	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6446	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6447	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6448	-inf	-44.226540	-42.617104	-46.423767	-44.814327
J02459.1	6449	-inf	-44.226540	-42.617104	-46.423767	-44.814327
J02459.1	6450	-inf	-44.226540	-42.617104	-46.423767	-44.814327
J02459.1	6451	-inf	-44.226540	-42.617104	-46.423767	-44.814327
J02459.1	6452	-1.039912	-0.587787	-inf	-0.587787	-0.587787
J02459.1	6453	-inf	-44.226540	-42.617104	-46.423767	-44.814327
J02459.1	6454	-inf	-44.226540	-42.617104	-46.423767	-44.814327
J02459.1	6455	-inf	-44.226540	-42.617104	-46.423767	-44.814327
J02459.1	6456	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6457	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6458	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6459	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	6460	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	6461	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	6462	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	6463	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	6464	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6465	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6466	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6467	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6468	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6469	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6470	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6471	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6472	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6473	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6474	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6475	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6476	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6477	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6478	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6479	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6480	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6481	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6482	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6483	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6484	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6485	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6486	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6487	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6488	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6489	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6490	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6491	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6492	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6493	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6494	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6495	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6496	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6497	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6498	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6499	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6500	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6501	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6502	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	6503	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6504	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6505	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6506	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	6507	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	6508	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	6509	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	6510	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	6511	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	6512	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	6513	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	6514	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	6515	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6516	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6517	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6518	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6519	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6520	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6521	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6522	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6523	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6524	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6525	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6526	-inf	-43.533386	-41.923950	-45.730614	-44.121174
J02459.1	6527	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6528	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6529	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6530	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6531	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6532	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6533	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6534	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6535	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6536	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6537	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6538	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6539	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6540	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6541	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6542	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6543	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6544	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6545	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6546	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6547	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6548	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	6549	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	6550	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	6551	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	6552	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6553	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6554	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6555	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6556	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6557	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6558	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	6559	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6560	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6561	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6562	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6563	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6564	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	6565	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	6566	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	6567	-1.039912	-0.587787	-inf	-0.587787	-0.587787
J02459.1	6568	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	6569	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	6570	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	6571	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	6572	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	6573	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	6574	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6575	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6576	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6577	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6578	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6579	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6580	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6581	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6582	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6583	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6584	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6585	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6586	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6587	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	6588	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	6589	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	6590	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6591	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6592	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6593	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6594	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6595	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6596	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6597	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6598	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6599	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6600	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6601	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6602	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6603	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6604	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6605	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6606	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6607	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6608	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6609	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	6610	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	6611	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	6612	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	6613	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6614	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	6615	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6616	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6617	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6618	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6619	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6620	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	6621	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6622	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6623	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6624	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6625	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6626	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6627	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6628	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6629	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6630	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6631	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6632	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6633	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6634	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6635	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	6636	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	6637	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	6638	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	6639	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	6640	-35.378818	-35.908669	-34.299232	-38.105896	-36.496456
J02459.1	6641	-35.378818	-35.908669	-34.299232	-38.105896	-36.496456
J02459.1	6642	-35.378818	-35.908669	-34.299232	-38.105896	-36.496456
J02459.1	6643	-35.378818	-35.908669	-34.299232	-38.105896	-36.496456
J02459.1	6644	-35.378818	-35.908669	-34.299232	-38.105896	-36.496456
J02459.1	6645	-35.378818	-35.908669	-34.299232	-38.105896	-36.496456
J02459.1	6646	-35.378818	-35.908669	-34.299232	-38.105896	-36.496456
J02459.1	6647	-35.378818	-35.908669	-34.299232	-38.105896	-36.496456
J02459.1	6648	-35.378818	-35.908669	-34.299232	-38.105896	-36.496456
J02459.1	6649	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	6650	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6651	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	6652	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6653	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6654	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6655	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6656	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6657	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6658	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6659	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6660	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6661	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6662	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6663	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6664	-1.039912	-0.587787	-inf	-0.587787	-0.587787
J02459.1	6665	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6666	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	6667	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	6668	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	6669	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	6670	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	6671	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	6672	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	6673	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	6674	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	6675	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	6676	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	6677	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	6678	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	6679	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
